osmid,y,x,street_count,geometry
528881632,40.0063478,116.3426926,3,POINT (116.3426926 40.0063478)
1343383514,40.0019334,116.3400925,3,POINT (116.3400925 40.0019334)
1343383539,40.0018599,116.336951,3,POINT (116.336951 40.0018599)
1343383540,40.0019354,116.3402658,3,POINT (116.3402658 40.0019354)
1735425008,40.0004642,116.3370442,3,POINT (116.3370442 40.0004642)
1735462750,40.0005524,116.3401936,3,POINT (116.3401936 40.0005524)
1735462751,40.000593,116.3413656,3,POINT (116.3413656 40.000593)
1735462752,40.0019497,116.3413045,3,POINT (116.3413045 40.0019497)
1735462754,40.0035205,116.3416434,3,POINT (116.3416434 40.0035205)
5094589569,40.0018991,116.3384328,3,POINT (116.3384328 40.0018991)
5094589579,40.0037775,116.3368575,3,POINT (116.3368575 40.0037775)
6251473892,40.0034995,116.340042,3,POINT (116.340042 40.0034995)
6251473896,40.0036362,116.342628,3,POINT (116.342628 40.0036362)
6251473899,40.0044068,116.3400127,3,POINT (116.3400127 40.0044068)
6564344838,40.0043816,116.3368245,3,POINT (116.3368245 40.0043816)
6564344849,40.0051493,116.3367825,3,POINT (116.3367825 40.0051493)
8018424148,40.0008485,116.341335,3,POINT (116.341335 40.0008485)
9160181492,39.9998882,116.3392713,3,POINT (116.3392713 39.9998882)
9998879574,40.0010622,116.3370047,3,POINT (116.3370047 40.0010622)
9998879577,40.0010127,116.3402758,3,POINT (116.3402758 40.0010127)
9998879584,40.0008724,116.3370172,3,POINT (116.3370172 40.0008724)
10076463205,40.0057705,116.3399442,3,POINT (116.3399442 40.0057705)
10076463206,40.005801,116.3427055,3,POINT (116.3427055 40.005801)
11181484538,40.0012829,116.3369898,3,POINT (116.3369898 40.0012829)
11181484539,40.0013261,116.3390992,3,POINT (116.3390992 40.0013261)
11181484540,40.0009968,116.3391209,3,POINT (116.3391209 40.0009968)
11181484542,40.001918,116.3393456,3,POINT (116.3393456 40.001918)
