element_type,osmid,access,geometry,wheelchair,amenity,layer,nodes,building,building:levels,name,source,alt_name,name:en,leisure,sport,lit,fee,toilets:disposal,unisex,fast_food,operator,addr:city,addr:housenumber,addr:postcode,addr:street,emergency,height,opening_hours,shop,building:material,description,structure,historic,office,club,tourism,name_1,ways,type,internet_access
way,840830754,,"POLYGON ((106.4132487 29.8195397, 106.4132073 29.8194153, 106.4131686 29.819425, 106.4131474 29.8193613, 106.4135734 29.8192545, 106.4135855 29.8192909, 106.4136258 29.8192807, 106.4136304 29.8192945, 106.4136381 29.8193176, 106.4136531 29.8193627, 106.4136178 29.8193716, 106.4133 29.8194512, 106.4133232 29.819521, 106.4132487 29.8195397))",,,,"[7845776500, 7845776501, 7845776502, 7845776503, 7845776504, 7845776505, 7845776506, 7845776613, 7845776612, 7845776507, 7845876720, 7845776508, 7845776509, 7845776500]",dormitory,6,竹园D栋,,,Bamboo D,,,,,,,,,,,,,,20,,,,,,,,,,,,,
way,840830755,,"POLYGON ((106.4128659 29.819313, 106.4129253 29.8192979, 106.4129036 29.8192337, 106.4133699 29.8191152, 106.413392 29.8191096, 106.4133893 29.8191016, 106.4134247 29.8190926, 106.4134066 29.8190393, 106.4133985 29.8190149, 106.4133894 29.8190172, 106.4133757 29.8189764, 106.4133495 29.8189831, 106.4133414 29.8189589, 106.4127939 29.8190981, 106.4128037 29.8191269, 106.4127676 29.8191361, 106.4127817 29.8191779, 106.4127645 29.8191823, 106.4127768 29.8192187, 106.4128295 29.8192053, 106.4128659 29.819313))",,,,"[7845776510, 7845776511, 7845776512, 7845876719, 8744634572, 8744634571, 7845776513, 7845776615, 7845776616, 8744634573, 7845776515, 7845776516, 7845776517, 7845776518, 7845776519, 7845776520, 8744634569, 7845776521, 8744634570, 7845776522, 7845776510]",dormitory,6,竹园C栋,,,Bamboo C,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840830756,,"POLYGON ((106.412448 29.8190647, 106.412412 29.8189572, 106.4123578 29.8189709, 106.4123464 29.8189369, 106.4123996 29.8189235, 106.4123746 29.8188489, 106.4129243 29.8187103, 106.4129322 29.8187339, 106.4129571 29.8187276, 106.4129708 29.8187684, 106.4129809 29.8187659, 106.4129883 29.8187881, 106.4130069 29.8188434, 106.4129698 29.8188528, 106.4129727 29.8188616, 106.4129664 29.8188636, 106.4129553 29.818866, 106.4129342 29.8188713, 106.4129357 29.8188711, 106.4127018 29.8189309, 106.4126714 29.8189387, 106.4124892 29.8189836, 106.412511 29.8190488, 106.412448 29.8190647))",,,,"[7845776523, 8744634597, 8744634598, 8744634599, 7845776536, 7845776524, 7845776525, 7845776526, 7845776527, 7845776528, 7845776607, 7845776608, 7845776529, 7845776530, 7845776531, 8744634589, 7845876690, 7845876709, 8744634590, 7845876713, 7845876737, 7845776532, 7845776533, 7845776523]",dormitory,6,竹园B栋,,,Bamboo B,,,,,,,,,,,,,,20,,,,,,,,,,,,,
way,840830757,,"POLYGON ((106.4120858 29.818805, 106.412103 29.8188022, 106.4123362 29.8189385, 106.4123464 29.8189369, 106.4123996 29.8189235, 106.4123746 29.8188489, 106.4123181 29.8186758, 106.412064 29.8187399, 106.4120858 29.818805))",,,,"[7845776534, 8744634607, 7845776535, 8744634599, 7845776536, 7845776524, 7845776537, 7845776538, 7845776534]",yes,2,竹园教育超市,,,Campus Supermarket Bamboo Garden,,,,,,,,西南大学,,,,,,,07:00-22:00,supermarket,,,,,,,,,,,
way,840830759,,"POLYGON ((106.4120279 29.8185848, 106.4120168 29.8185527, 106.4122978 29.8183752, 106.4123184 29.8184327, 106.4123407 29.8185063, 106.4120279 29.8185848))",,,,"[7845776553, 7845776554, 7845776555, 7845876704, 7845776556, 7845776553]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840830760,,"POLYGON ((106.4128486 29.8184209, 106.4128585 29.8184401, 106.412869 29.8184602, 106.4128733 29.8184685, 106.4129123 29.8185192, 106.4129218 29.8185344, 106.4129477 29.818576, 106.4129211 29.8185913, 106.4129884 29.8186681, 106.4130184 29.8186512, 106.4130591 29.8187019, 106.4130908 29.8187385, 106.4131142 29.8187593, 106.4131581 29.8187809, 106.4132043 29.8188038, 106.4132734 29.8188423, 106.4133812 29.818903, 106.4134837 29.8189601, 106.4135186 29.8189801, 106.4135233 29.8189832, 106.4135372 29.8189924, 106.4135483 29.8190035, 106.4136019 29.8190499, 106.4136635 29.819118, 106.4137221 29.8191996, 106.413753 29.8192632, 106.4137637 29.8192851, 106.4137721 29.8193044, 106.4137353 29.8193143, 106.4137618 29.8193904, 106.4138104 29.8193785, 106.4138147 29.8193958, 106.4138197 29.8194225, 106.4138268 29.819464, 106.4138293 29.8195051, 106.4138289 29.8195716, 106.413822 29.8196366, 106.413815 29.8196762, 106.4138064 29.8197112, 106.4137958 29.8197465, 106.4137837 29.819781, 106.4137689 29.8198153, 106.4138429 29.8198432, 106.4138619 29.8198001, 106.4138776 29.8197569, 106.4139045 29.819653, 106.4139138 29.8196013, 106.413915 29.8195092, 106.4139103 29.819418, 106.4138928 29.8193562, 106.4138349 29.8192079, 106.4137517 29.8190743, 106.4137004 29.8190144, 106.4136172 29.8189423, 106.4135651 29.8188972, 106.4134822 29.8188576, 106.41339 29.818808, 106.4132861 29.8187523, 106.4131927 29.8186936, 106.4131191 29.8186287, 106.4130592 29.8185615, 106.4130105 29.8184955, 106.412976 29.8184249, 106.4129474 29.8183795, 106.4128486 29.8184209))",,,,"[7845776557, 7845776605, 7845776604, 7845776558, 7845776559, 7845876689, 7845776560, 7845776561, 7845776562, 7845776563, 7845776564, 7845776606, 7845776565, 7845776566, 7845876722, 7845776567, 7845776568, 7845776569, 7845776611, 7845776617, 7845776570, 7845776618, 7845776571, 7845776572, 7845776573, 7845776614, 7845776574, 7845776575, 7845776576, 7845776577, 7845776578, 8744634568, 7845876723, 8744634567, 3724444644, 8744634566, 7845776494, 7845776499, 8744634564, 8744634565, 8744634563, 7845776579, 7845776582, 8744634562, 7845776583, 7845776584, 7845776585, 7845776586, 7845776587, 7845776588, 7845776589, 7845776590, 7845776591, 7845776592, 7845776593, 7845776594, 7845776595, 7845776596, 7845776597, 7845776598, 7845776599, 7845776600, 7845776601, 7845776602, 7845776557]",dormitory,6,竹园F栋,,,Buiding F,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840830761,,"POLYGON ((106.4127613 29.8184964, 106.412869 29.8184602, 106.4128585 29.8184401, 106.4127539 29.8184744, 106.4127613 29.8184964))",,,,"[7845776603, 7845776604, 7845776605, 7845776543, 7845776603]",yes,3,,,,,,,,,,,,,,,,,,,,,concrete,"链接竹园A栋与F栋的天桥（3-6F）
Bridge connecting Building B and F (3-6F only)",bridge,,,,,,,,
way,840830762,,"POLYGON ((106.4131142 29.8187593, 106.4130908 29.8187385, 106.4129809 29.8187659, 106.4129883 29.8187881, 106.4131142 29.8187593))",,,,"[7845776565, 7845776606, 7845776607, 7845776608, 7845776565]",yes,,,,,,,,,,,,,,,,,,,,,,concrete,"链接竹园B栋与F栋的天桥（3-6F）
Bridge connecting Building B and F (3-6F only)",bridge,,,,,,,,
way,840830763,,"POLYGON ((106.4136381 29.8193176, 106.4136304 29.8192945, 106.413753 29.8192632, 106.4137637 29.8192851, 106.4136381 29.8193176))",,,,"[7845776612, 7845776613, 7845776614, 7845776574, 7845776612]",yes,,,,,,,,,,,,,,,,,,,,,,concrete,"链接竹园C栋与F栋的天桥（3-6F）
Bridge connecting Building B and F (3-6F only)",bridge,,,,,,,,
way,840830764,,"POLYGON ((106.4134066 29.8190393, 106.4133985 29.8190149, 106.4135233 29.8189832, 106.4135483 29.8190035, 106.4134066 29.8190393))",,,,"[7845776615, 7845776616, 7845776617, 7845776618, 7845776615]",yes,,,,,,,,,,,,,,,,,,,,,,concrete,链接竹园B栋与F栋的天桥（3-6F） Bridge connecting Building B and F (3-6F only),bridge,,,,,,,,
way,840830770,,"POLYGON ((106.4116553 29.8190701, 106.4117269 29.8191113, 106.4117376 29.8190991, 106.4119654 29.8192295, 106.4119567 29.8192414, 106.4119922 29.8192618, 106.4120401 29.8191986, 106.4120558 29.8192081, 106.4121101 29.8191367, 106.4117884 29.8189539, 106.4117617 29.8189889, 106.4117306 29.8189722, 106.4116553 29.8190701))",,,,"[7845776691, 7846331319, 7846331320, 7845776693, 8744634700, 8744634699, 8744634698, 8744634697, 7845776694, 7845776695, 7845776696, 7845776697, 7845776691]",service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863405,,"POLYGON ((106.4146689 29.8194064, 106.4145151 29.8189275, 106.4146779 29.8188882, 106.4147221 29.8190275, 106.4147733 29.8191892, 106.4148287 29.8193637, 106.4146689 29.8194064))",,,,"[7846075821, 7846075822, 7846075823, 7846076913, 7846076912, 7846075824, 7846075821]",dormitory,7,楠园四舍,,,Phoebe Garden Building 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863406,,"POLYGON ((106.4150467 29.8191696, 106.4149035 29.8187153, 106.4154578 29.8185838, 106.4156022 29.8190421, 106.4154163 29.8190862, 106.4153108 29.8187515, 106.415269 29.8187614, 106.4152769 29.8187866, 106.4151623 29.8188138, 106.4151522 29.8187818, 106.4151036 29.8187933, 106.41521 29.8191308, 106.4150467 29.8191696))",,,,"[7846075825, 7846075826, 7846075827, 7846075828, 7846075829, 7846075830, 7846075831, 7846075832, 7846075833, 7846075834, 7846075835, 7846075836, 7846075825]",dormitory,7,楠园一舍,,,Phoebe Garden Building 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863409,,"POLYGON ((106.4151709 29.8195354, 106.4151032 29.8193175, 106.4152317 29.8192875, 106.4152994 29.8195054, 106.4151709 29.8195354))",,,,"[7846075848, 7846075849, 7846075850, 7846075851, 7846075848]",university,2,电子信息工程学院,,,College of Electronic and Information Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863410,,"POLYGON ((106.4149423 29.8195459, 106.4149955 29.8194256, 106.4150888 29.8194566, 106.4150357 29.8195769, 106.4149423 29.8195459))",,,,"[7846075852, 7846075853, 7846075854, 7846075855, 7846075852]",university,2,电子信息工程学院,,,College of Electronic and Information Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863414,,"POLYGON ((106.4142038 29.8203452, 106.4141944 29.8202161, 106.4142932 29.8202106, 106.4143077 29.8204076, 106.4142331 29.8204118, 106.4142281 29.8203438, 106.4142038 29.8203452))",,,,"[7846075867, 7846075868, 7846075869, 7846075870, 7846075871, 7846075872, 7846075867]",apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863417,,"POLYGON ((106.4146408 29.8184646, 106.414599 29.8183365, 106.4146541 29.8183229, 106.4146029 29.8181663, 106.4147396 29.8181326, 106.4147117 29.8180473, 106.4151112 29.817949, 106.4151544 29.8180813, 106.4152489 29.8180581, 106.4152886 29.8181795, 106.4149474 29.8182634, 106.4149854 29.8183799, 106.4146408 29.8184646))",,,,"[7846075878, 7846075879, 7846075880, 7846075881, 7846075882, 7846075883, 7846075884, 7846076885, 7846076886, 7846076887, 7846076888, 7846076889, 7846075878]",university,5,药学院 中医药学院,,,College of Pharmaceutical Science and Chinese Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863418,,"POLYGON ((106.4145371 29.8200023, 106.4146969 29.8199625, 106.4146869 29.8199324, 106.4145976 29.8196625, 106.4147375 29.8196276, 106.4146777 29.8194467, 106.4145173 29.8194867, 106.4145538 29.8195972, 106.4144146 29.8196319, 106.4145371 29.8200023))",,,,"[7846076892, 7846076893, 7846076914, 7846076894, 7846076895, 7846076896, 7846076897, 7846076898, 7846076899, 7846076892]",dormitory,6,楠园八舍,,,Phoebe Garden Building 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863419,,"POLYGON ((106.414659 29.820392, 106.4146164 29.8202701, 106.4148506 29.8202086, 106.4147939 29.820046, 106.4150679 29.8199741, 106.4150769 29.8199999, 106.415104 29.8200776, 106.4148757 29.8201375, 106.4148881 29.8201729, 106.414927 29.8202845, 106.4149388 29.8203185, 106.414659 29.820392))",,,,"[7846076904, 7846076905, 7846076906, 7846076907, 7846076908, 7846076928, 7846076909, 7846076910, 7846076915, 7846076927, 7846076911, 7846076904]",dormitory,6,楠园五舍,,,Phoebe Garden Building 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840863426,,"POLYGON ((106.415898 29.8199045, 106.4159391 29.820038, 106.4155549 29.820127, 106.4155348 29.8200616, 106.4155138 29.8199934, 106.415898 29.8199045))",,,,"[7846076940, 7846076941, 7846076942, 7846076943, 7846076944, 7846076940]",dormitory,7,楠园四舍,,,Phoebe Garden Building 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894848,,"POLYGON ((106.41283 29.8200154, 106.4128711 29.8199606, 106.4128272 29.8199372, 106.4128358 29.8199253, 106.4127642 29.8198729, 106.4127018 29.8198392, 106.4127149 29.8198229, 106.4126532 29.8197896, 106.4126606 29.8197807, 106.4125979 29.8197446, 106.4125784 29.8197705, 106.4125115 29.8197318, 106.4125724 29.8196482, 106.4127112 29.8194598, 106.4126438 29.8194235, 106.4126589 29.8194044, 106.4125742 29.8193585, 106.4123588 29.8196527, 106.4123334 29.8196386, 106.4123422 29.819627, 106.4123292 29.8196196, 106.4123637 29.8195741, 106.4122094 29.8194887, 106.4121747 29.8195354, 106.4121628 29.8195276, 106.4121542 29.8195389, 106.4121294 29.8195249, 106.4120762 29.8195986, 106.41283 29.8200154))",,,,"[7846331305, 7846331306, 8744634667, 8744634668, 8744634669, 8744634670, 8744634671, 8744634672, 8744634673, 8744634674, 8744634675, 7846331307, 7846825774, 7846331308, 8744634676, 7846331309, 7846331310, 8744634677, 8744634678, 8744634679, 8744634680, 7846825767, 7846825764, 8744634681, 8744634682, 8744634683, 7846331311, 7846331312, 7846331305]",dormitory,,竹园八舍,,,Bamboo Garden Building 8,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894849,,"POLYGON ((106.4121294 29.8195249, 106.4120762 29.8195986, 106.411509 29.8192824, 106.4115184 29.8192697, 106.4114911 29.8192543, 106.4116164 29.8190867, 106.4116287 29.8190936, 106.4116489 29.8190665, 106.4116553 29.8190701, 106.4117269 29.8191113, 106.4117371 29.8191161, 106.4116805 29.8191919, 106.4118708 29.819299, 106.4119558 29.8193467, 106.4119228 29.8193908, 106.4119375 29.8193991, 106.4119303 29.8194088, 106.4119797 29.8194366, 106.4121985 29.8191417, 106.4122402 29.8191643, 106.4122717 29.8192027, 106.4122636 29.8192132, 106.4123323 29.819249, 106.4121294 29.8195249))",,,1,"[7846331311, 7846331312, 8744634692, 8744634693, 7846331313, 8744634694, 8744634695, 7846331314, 7845776691, 7846331319, 8744634696, 7846331315, 7846825776, 7846331316, 8744634691, 8744634690, 8744634689, 8744634688, 7846331317, 8744634686, 8744634685, 8744634684, 8744634687, 7846331311]",dormitory,6,竹园七舍,,,Bamboo Garden Building 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894850,,"POLYGON ((106.4158594 29.81973, 106.4158148 29.8195858, 106.4157862 29.819593, 106.4157629 29.8195989, 106.4157559 29.8195778, 106.4152636 29.8197018, 106.4152704 29.8197222, 106.4152544 29.8197262, 106.4152392 29.81973, 106.415276 29.8198399, 106.4153128 29.8198307, 106.415321 29.819855, 106.4158594 29.81973))",,,,"[7846331321, 7846331322, 7846331362, 7846331323, 7846331324, 7846331325, 7846331326, 7846331363, 7846331327, 7846331328, 7846331329, 7846331330, 7846331321]",dormitory,5,楠园六舍,,,Phoebe Garden Building 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894851,,"POLYGON ((106.4158594 29.81973, 106.4158148 29.8195858, 106.4158055 29.8195556, 106.4160111 29.8195077, 106.4160412 29.8196048, 106.4160596 29.8195955, 106.4161367 29.8198497, 106.4163434 29.8198025, 106.4162369 29.8194513, 106.4164366 29.8194057, 106.4165571 29.819803, 106.4163788 29.8198438, 106.4163919 29.8198896, 106.4160761 29.8199621, 106.4160937 29.8200232, 106.4159699 29.8200537, 106.4159454 29.8200598, 106.4158951 29.8198765, 106.4159925 29.8198541, 106.4159853 29.8198307, 106.4159313 29.8198431, 106.4159015 29.8197461, 106.4159463 29.8197358, 106.4159388 29.8197115, 106.4158594 29.81973))",,,,"[7846331321, 7846331322, 7846331331, 7846331332, 7846331333, 7846331334, 7846331335, 7846331336, 7846331337, 7846331338, 7846331339, 7846331340, 7846331341, 7846331342, 7846331343, 7846331365, 7846331344, 7846331345, 7846331346, 7846331347, 7846331348, 7846331349, 7846331350, 7846331351, 7846331321]",dormitory,8,楠园九舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894858,,"POLYGON ((106.4159839 29.820107, 106.4159699 29.8200537, 106.4160937 29.8200232, 106.4160761 29.8199621, 106.4163919 29.8198896, 106.4163788 29.8198438, 106.4165571 29.819803, 106.4159839 29.820107))",,,,"[7846331364, 7846331365, 7846331343, 7846331342, 7846331341, 7846331340, 7846331339, 7846331364]",service,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894860,,"POLYGON ((106.4160345 29.8194048, 106.4159603 29.8194198, 106.4158116 29.8189784, 106.4158229 29.8189734, 106.4158828 29.8189586, 106.4159987 29.8193111, 106.4160345 29.8194048))",,,,"[7846353296, 7846353297, 7846353298, 7846331370, 3724320478, 3724320477, 7846353296]",service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894862,,"POLYGON ((106.4161099 29.8184571, 106.416151 29.8185906, 106.4157668 29.8186796, 106.4157467 29.8186142, 106.4157257 29.818546, 106.4161099 29.8184571))",,,,"[7846353305, 7846353306, 7846353307, 7846353308, 7846353309, 7846353305]",dormitory,7,楠园三舍,,,Phoebe Garden Building 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894871,,"POLYGON ((106.4156801 29.8175291, 106.4155954 29.8172631, 106.415714 29.8172337, 106.4157941 29.817505, 106.4156801 29.8175291))",,,,"[7846353331, 7846353332, 7846353333, 7846353334, 7846353331]",yes,3,候光炯纪念馆,,,Hou Guangjiong Memorial,,,,,,,,,,,,,,,,,,,,building,,,,,,,
way,840894874,,"POLYGON ((106.4145133 29.8179607, 106.4144006 29.8176106, 106.4145241 29.8175807, 106.4145287 29.817595, 106.4146814 29.817558, 106.4146876 29.8175393, 106.4148304 29.8175016, 106.4148381 29.8175234, 106.4149957 29.8174818, 106.4149988 29.8174658, 106.4151284 29.8174344, 106.4152413 29.8177852, 106.415099 29.8178197, 106.4150763 29.8178252, 106.4150528 29.8177523, 106.4146574 29.8178482, 106.4146806 29.8179201, 106.414565 29.8179482, 106.4145133 29.8179607))",,,,"[7846353343, 7846353344, 7846353345, 7846353346, 7846353347, 7846353348, 7846353349, 7846353350, 7846353351, 7846353352, 7846353353, 7846353354, 7846353361, 7846353355, 7846353356, 7846353357, 7846353358, 7846353359, 7846353343]",university,7,西南大学法学院（38教学楼）,,,Law School of Southwest University (No.38 Teaching Building),,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894879,,"POLYGON ((106.4140945 29.8196108, 106.4143397 29.8196171, 106.4143454 29.8194511, 106.4144565 29.819454, 106.4144646 29.8192189, 106.4143225 29.8192152, 106.4143264 29.8191006, 106.414198 29.8190972, 106.414197 29.8191273, 106.4142598 29.8191289, 106.4142577 29.819191, 106.4141089 29.8191872, 106.4140945 29.8196108))",,,,"[7846353367, 7846353368, 7846353369, 7846353370, 7846353371, 7846353372, 7846353373, 7846353374, 7846353375, 7846353376, 7846353377, 7846353378, 7846353367]",service,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840894884,,"POLYGON ((106.4166095 29.817622, 106.4169746 29.8175231, 106.4170208 29.8175044, 106.4170717 29.8174683, 106.4171056 29.8174296, 106.4171395 29.8173788, 106.4171518 29.8173347, 106.4171533 29.8172932, 106.4171533 29.8172425, 106.4171395 29.8172024, 106.4170004 29.8167759, 106.4168287 29.8168281, 106.4169703 29.8172319, 106.4169791 29.8172872, 106.4169668 29.8173301, 106.4169455 29.8173562, 106.4169084 29.8173762, 106.4166005 29.817453, 106.4166235 29.8175297, 106.4165845 29.8175359, 106.4166095 29.817622))",,,,"[7846353397, 7846353398, 7846353399, 7846353400, 7846353401, 7846353402, 7846353403, 7846353404, 7846353405, 7846353406, 7846353407, 7846353408, 7846353409, 7846353410, 7846353411, 7846353412, 7846353413, 7846353414, 7846353415, 7846353416, 7846353397]",university,7,科技大楼,,,Science and Technology Building,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840953770,,"POLYGON ((106.4122094 29.8194887, 106.4122264 29.8194616, 106.41221 29.819452, 106.4122641 29.8193785, 106.4124553 29.8194836, 106.4124014 29.8195576, 106.4123847 29.8195489, 106.4123637 29.8195741, 106.4122094 29.8194887))",,,,"[7846825764, 8744634666, 8744634665, 7846825765, 7846825766, 8744634663, 8744634664, 7846825767, 7846825764]",service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840953773,,"POLYGON ((106.4133893 29.8203286, 106.4134357 29.8202661, 106.4134547 29.820251, 106.4134737 29.8202617, 106.413518 29.8202028, 106.4137957 29.8203562, 106.4140636 29.8203652, 106.4140627 29.8204017, 106.4140936 29.8204026, 106.4140922 29.820438, 106.4141349 29.8204397, 106.4141307 29.8205335, 106.4137355 29.8205189, 106.4133893 29.8203286))",,,,"[7846825777, 8744634701, 7846825778, 7846825779, 7846825780, 7846825781, 7846825782, 7846825783, 7846825784, 7846863785, 7846863786, 7846863787, 7846863788, 7846825777]",dormitory,6,留学生公寓,,,International Student Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969967,,"POLYGON ((106.4097023 29.8194361, 106.40969 29.8193906, 106.4097177 29.8193799, 106.4097085 29.8193585, 106.409995 29.819281, 106.4101213 29.8192516, 106.4102446 29.8192142, 106.4103771 29.8191607, 106.4105584 29.8190461, 106.410679 29.8191634, 106.4105373 29.8192623, 106.4103524 29.8193425, 106.4101213 29.8194173, 106.4098533 29.8194842, 106.4097793 29.8195082, 106.4097516 29.8194548, 106.4097023 29.8194361))",,,,"[7846950642, 7846950643, 7846950644, 7846950645, 7846950646, 7846950647, 7846950648, 7846950649, 7846950650, 7846950651, 7846950652, 7846950653, 7846950654, 7846950655, 7846950656, 7846950657, 7846950642]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969968,,"POLYGON ((106.4106785 29.8188655, 106.4108256 29.8188898, 106.4108466 29.8187217, 106.4108373 29.8185616, 106.4107976 29.8183773, 106.4106779 29.8180242, 106.410666 29.8179871, 106.4106485 29.8179678, 106.4106263 29.8179658, 106.4106018 29.8179739, 106.410589 29.817979, 106.4105738 29.8179689, 106.4105551 29.8179638, 106.4105247 29.8179648, 106.4104956 29.8179739, 106.4105026 29.8179962, 106.4104792 29.8180033, 106.4106484 29.8184804, 106.410667 29.8185615, 106.4106764 29.8186466, 106.4106787 29.818762, 106.4106647 29.818835, 106.4106659 29.8188478, 106.4106706 29.818858, 106.4106785 29.8188655))",,,,"[7846950658, 7846950659, 7846950660, 7846950661, 7846950662, 7846950663, 7846950664, 7846950665, 7846950666, 7846950667, 7846950668, 7846950669, 7846950670, 7846950671, 7846950672, 7846950673, 7846950674, 7846950675, 7846950676, 7846950677, 7846950678, 7846950679, 7846950680, 7846950681, 7846950658]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969969,,"POLYGON ((106.4097158 29.8191464, 106.4102109 29.8190158, 106.410191 29.818952, 106.4101712 29.8189357, 106.4101537 29.8189276, 106.4101431 29.8188942, 106.4101151 29.8188831, 106.4100523 29.8188987, 106.4095746 29.8190178, 106.4095757 29.8190634, 106.4095851 29.8191009, 106.4096143 29.81911, 106.4096224 29.8191181, 106.4096294 29.8191434, 106.4096411 29.8191556, 106.4096575 29.8191616, 106.4096773 29.8191586, 106.4097158 29.8191464))",,,,"[7846950682, 7846950683, 7846950684, 7847003785, 7847003786, 7847003787, 7847003788, 7847003798, 7847003789, 7847003790, 7847003791, 7847003792, 7847003793, 7847003794, 7847003795, 7847003796, 7847003797, 7846950682]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969970,,"POLYGON ((106.4100523 29.8188987, 106.4101151 29.8188831, 106.4101431 29.8188942, 106.4101537 29.8189276, 106.4101712 29.8189357, 106.410191 29.818952, 106.4102109 29.8190158, 106.4102393 29.8190045, 106.4102555 29.8189877, 106.4102576 29.8189683, 106.4102484 29.8189498, 106.4102382 29.8189384, 106.4102281 29.8189163, 106.410224 29.8188881, 106.4102311 29.8188467, 106.4102403 29.8188149, 106.4102576 29.8187752, 106.410285 29.8187435, 106.4103206 29.8187162, 106.4103551 29.8186959, 106.4103897 29.8186835, 106.4104029 29.81868, 106.410412 29.8186862, 106.4104242 29.8186862, 106.4104354 29.8186826, 106.4104537 29.8186694, 106.4104578 29.8186562, 106.4104566 29.8186403, 106.4104539 29.8186307, 106.4103897 29.8186388, 106.4103395 29.8186418, 106.4103325 29.8186368, 106.4103173 29.8186398, 106.4102904 29.8186438, 106.4102753 29.8186408, 106.4102624 29.8186307, 106.4102624 29.8186175, 106.4102507 29.8185962, 106.4102484 29.818579, 106.41019 29.8186104, 106.4101492 29.8186418, 106.4101083 29.8186965, 106.4100779 29.8187593, 106.4100624 29.8187964, 106.4100535 29.8188456, 106.4100523 29.8188987))",,,2,"[7847003798, 7847003788, 7847003787, 7847003786, 7847003785, 7846950684, 7846950683, 7847003799, 7847003800, 7847003801, 7847003802, 7847003803, 7847003804, 7847003805, 7847003806, 7847003807, 7847003808, 7847003809, 7847003810, 7847003811, 7847003812, 7847003813, 7847003814, 7847003815, 7847003816, 7847003817, 7847003818, 7847003819, 7847003820, 7847003821, 7847003822, 7847003823, 7847003824, 7847003825, 7847003826, 7847003827, 7847003828, 7847003829, 7847003830, 7847003831, 7847003832, 7847003833, 7847003834, 7847003835, 7847003836, 7847003798]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969971,,"POLYGON ((106.4102484 29.818579, 106.4102507 29.8185962, 106.4102624 29.8186175, 106.4102624 29.8186307, 106.4102753 29.8186408, 106.4102904 29.8186438, 106.4103173 29.8186398, 106.4103325 29.8186368, 106.4103395 29.8186418, 106.4103897 29.8186388, 106.4104539 29.8186307, 106.4102779 29.8181123, 106.4102591 29.8180695, 106.410247 29.8180669, 106.4102324 29.8180658, 106.4101982 29.8180751, 106.4101764 29.8180622, 106.4101619 29.8180583, 106.4101441 29.8180583, 106.4101027 29.8180667, 106.4100881 29.8180793, 106.4100856 29.8181002, 106.4102484 29.818579))",,,,"[7847003830, 7847003829, 7847003828, 7847003827, 7847003826, 7847003825, 7847003824, 7847003823, 7847003822, 7847003821, 7847003820, 7847003837, 7847003838, 7847003839, 7847003840, 7847003841, 7847003842, 7847003843, 7847003844, 7847003845, 7847003846, 7847003847, 7847003830]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969972,,"POLYGON ((106.4095894 29.8183613, 106.4095653 29.818274, 106.4095237 29.8182845, 106.4095063 29.818238, 106.4095076 29.8182275, 106.409517 29.8182205, 106.4098322 29.8181332, 106.4098483 29.8181344, 106.4098617 29.8181449, 106.4098966 29.8182531, 106.4098952 29.8182694, 106.4098711 29.8182857, 106.4095894 29.8183613))",,,,"[7847003848, 7847003849, 7847003850, 7847003851, 7847003852, 7847003853, 7847003854, 7847003855, 7847003856, 7847003857, 7847003858, 7847003859, 7847003848]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
